id,sentiment
643,3
644,3
645,3
646,3
647,3
648,3
649,3
650,3
651,3
652,3
653,3
654,3
655,3
656,3
657,3
658,3
659,3
660,3
661,3
662,3
663,3
664,3
665,3
666,3
667,3
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,4
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,4
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,4
719,4
720,3
721,3
722,3
723,3
724,4
725,3
726,3
727,4
728,3
729,3
730,3
731,3
732,3
733,3
734,3
735,3
736,3
737,4
738,3
739,3
740,3
741,3
742,3
743,4
744,3
745,3
746,3
747,3
748,4
749,3
750,3
751,3
752,3
753,3
754,3
755,3
756,3
757,3
758,3
759,3
760,3
761,3
762,3
763,3
764,3
765,3
766,3
767,3
768,3
769,3
770,3
771,3
772,3
773,3
774,3
775,3
776,3
777,3
778,3
779,3
780,3
781,3
782,3
783,3
784,3
785,3
786,3
787,3
788,3
789,3
790,3
791,3
792,3
793,3
794,3
795,3
796,3
797,3
798,3
799,3
800,3
801,3
802,3
803,3
804,3
805,3
806,3
807,3
808,3
809,3
810,3
811,3
812,3
813,3
814,3
815,3
816,3
817,2
818,4
819,3
820,3
821,3
822,3
823,3
824,3
825,3
826,3
827,3
828,3
829,3
830,3
831,3
832,3
833,3
834,3
835,4
836,3
837,3
838,3
839,3
840,3
841,3
842,3
843,3
844,3
845,3
846,3
847,3
848,3
849,3
850,3
851,3
852,3
853,3
854,3
855,3
856,3
857,3
858,3
859,3
860,3
861,3
862,3
863,3
864,4
865,3
866,3
867,3
868,3
869,3
870,3
871,3
872,3
873,3
874,2
875,3
876,3
877,3
878,3
879,3
880,2
881,1
882,2
883,2
884,2
885,2
886,2
887,2
888,3
889,2
890,2
891,2
892,2
893,2
894,2
895,2
896,2
897,2
898,2
899,2
900,2
901,2
902,2
903,2
904,2
905,2
906,2
907,2
908,2
909,2
910,2
911,2
912,2
913,2
914,2
915,2
916,2
917,3
918,3
919,2
920,2
921,2
922,2
923,2
924,3
925,4
926,3
927,2
928,2
929,2
930,4
931,2
932,2
933,3
934,3
935,2
936,4
937,4
938,2
939,2
940,3
941,2
942,2
943,2
944,2
945,2
946,2
947,2
948,2
949,2
950,2
951,2
952,2
953,3
954,3
955,3
956,3
957,2
958,2
959,2
960,3
961,2
962,2
963,2
964,1
965,1
966,1
967,1
968,2
969,1
970,1
971,1
972,1
973,2
974,1
975,1
976,4
977,1
978,4
979,4
