id,sentiment
782,3
783,2
784,3
785,3
786,3
787,3
788,3
789,3
790,3
791,3
792,3
793,3
794,3
795,3
796,3
797,3
798,3
799,3
800,3
801,3
802,3
803,3
804,2
805,3
806,3
807,3
808,3
809,3
810,3
811,3
812,3
813,3
814,2
815,3
816,3
817,2
818,3
819,3
820,3
821,3
822,3
823,3
824,3
825,3
826,3
827,3
828,3
829,3
830,3
831,3
832,3
833,3
834,3
835,3
836,3
837,3
838,3
839,3
840,3
841,3
842,3
843,3
844,3
845,3
846,3
847,3
848,3
849,3
850,3
851,3
852,3
853,3
854,3
855,3
856,3
857,3
858,3
859,3
860,3
861,3
862,4
863,3
864,4
865,3
866,3
867,3
868,3
869,3
870,3
871,4
872,2
873,3
874,3
875,3
876,3
877,3
878,3
879,3
880,2
881,2
882,2
883,2
884,2
885,2
886,2
887,2
888,3
889,2
890,2
891,3
892,2
893,2
894,2
895,2
896,2
897,2
898,2
899,2
900,2
901,3
902,2
903,2
904,2
905,2
906,2
907,2
908,2
909,4
910,2
911,2
912,2
913,2
914,2
915,2
916,2
917,2
918,2
919,2
920,2
921,2
922,2
923,2
924,2
925,2
926,2
927,2
928,2
929,2
930,2
931,2
932,2
933,2
934,2
935,2
936,2
937,2
938,2
939,2
940,3
941,2
942,2
943,2
944,2
945,2
946,4
947,2
948,2
949,2
950,3
951,2
952,2
953,2
954,2
955,2
956,2
957,2
958,2
959,2
960,2
961,2
962,2
963,4
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
