id,sentiment
782,3
783,2
784,3
785,3
786,3
787,3
788,3
789,3
790,2
791,2
792,3
793,2
794,5
795,3
796,3
797,3
798,3
799,3
800,3
801,3
802,4
803,4
804,2
805,3
806,3
807,3
808,3
809,3
810,3
811,2
812,3
813,3
814,3
815,3
816,3
817,2
818,4
819,3
820,3
821,3
822,3
823,3
824,3
825,3
826,3
827,3
828,3
829,3
830,2
831,3
832,3
833,3
834,2
835,3
836,3
837,3
838,3
839,3
840,3
841,3
842,3
843,3
844,3
845,2
846,3
847,3
848,4
849,3
850,3
851,3
852,3
853,3
854,3
855,4
856,3
857,4
858,3
859,3
860,3
861,4
862,4
863,3
864,2
865,2
866,3
867,3
868,3
869,3
870,2
871,4
872,2
873,3
874,3
875,3
876,3
877,3
878,3
879,3
880,2
881,5
882,2
883,4
884,4
885,2
886,3
887,4
888,3
889,4
890,3
891,2
892,4
893,2
894,5
895,3
896,2
897,2
898,2
899,5
900,3
901,3
902,3
903,4
904,2
905,2
906,2
907,2
908,2
909,4
910,2
911,2
912,3
913,2
914,2
915,4
916,4
917,3
918,2
919,4
920,3
921,2
922,3
923,2
924,2
925,4
926,4
927,2
928,2
929,3
930,3
931,3
932,3
933,3
934,4
935,3
936,5
937,2
938,2
939,2
940,3
941,2
942,2
943,3
944,2
945,4
946,5
947,2
948,2
949,3
950,3
951,2
952,4
953,2
954,3
955,3
956,4
957,3
958,2
959,3
960,3
961,3
962,2
963,4
964,2
965,2
966,1
967,2
968,2
969,2
970,4
971,3
972,5
973,2
974,2
975,4
976,5
977,5
978,2
979,3
